DATE,GDPC1,CPIAUCSL,FEDFUNDS,INDPRO,PAYEMS,UNRATE
1986-07-01,7898.6,109.5,6.56,57.0569,99473.0,7.0
1986-10-01,7939.5,110.2,5.85,57.3542,100120.0,7.0
1987-01-01,7995.0,111.4,6.43,57.9173,100683.0,6.6
1987-04-01,8084.7,112.7,6.37,59.1416,101502.0,6.3
1987-07-01,8158.0,113.8,6.58,60.2152,102247.0,6.1
1987-10-01,8292.7,115.0,7.29,61.7569,103138.0,6.0
1988-01-01,8339.3,116.0,6.83,62.4207,103758.0,5.7
1988-04-01,8449.5,117.2,6.87,63.1885,104732.0,5.4
1988-07-01,8498.3,118.5,7.75,63.3155,105546.0,5.4
1988-10-01,8610.9,119.9,8.3,63.7184,106277.0,5.4
1989-01-01,8697.7,121.2,9.12,64.3162,107168.0,5.4
1989-04-01,8766.1,123.1,9.84,64.222,107792.0,5.2
1989-07-01,8831.5,124.5,9.24,63.236,108066.0,5.2
1989-10-01,8850.2,125.4,8.84,63.5346,108476.0,5.3
1990-01-01,8947.1,127.5,8.23,63.7117,109185.0,5.4
1990-04-01,8981.7,128.9,8.26,64.5975,109687.0,5.4
1990-07-01,8983.9,130.5,8.15,64.8436,109830.0,5.5
1990-10-01,8907.4,133.4,8.11,64.6442,109364.0,5.9
1991-01-01,8865.6,134.7,6.91,63.1915,109042.0,6.4
1991-04-01,8934.4,135.1,5.91,62.5503,108366.0,6.7
1991-07-01,8977.3,136.2,5.82,63.8029,108298.0,6.8
1991-10-01,9016.4,137.2,5.21,64.2992,108355.0,7.0
1992-01-01,9123.0,138.3,4.03,63.596,108375.0,7.3
1992-04-01,9223.5,139.4,3.73,65.0756,108527.0,7.4
1992-07-01,9313.2,140.5,3.25,65.8801,108792.0,7.7
1992-10-01,9406.5,141.7,3.1,66.2013,109147.0,7.3
1993-01-01,9424.1,142.8,3.02,66.8264,109804.0,7.3
1993-04-01,9480.1,143.8,2.96,67.2498,110306.0,7.1
1993-07-01,9526.3,144.5,3.06,67.3586,111054.0,6.9
1993-10-01,9653.5,145.6,2.99,68.1214,111736.0,6.8
1994-01-01,9748.2,146.3,3.05,69.0299,112587.0,6.6
1994-04-01,9881.4,147.2,3.56,70.125,113597.0,6.4
1994-07-01,9939.7,148.4,4.26,71.0595,114619.0,6.1
1994-10-01,10052.5,149.4,4.76,72.3479,115465.0,5.8
1995-01-01,10086.9,150.5,5.53,73.6891,116492.0,5.6
1995-04-01,10122.1,151.8,6.05,73.676,117075.0,5.8
1995-07-01,10208.8,152.6,5.85,73.8447,117389.0,5.7
1995-10-01,10281.2,153.5,5.76,74.9925,118039.0,5.5
1996-01-01,10348.7,154.7,5.56,74.9823,118307.0,5.6
1996-04-01,10529.4,156.1,5.22,76.7608,119165.0,5.6
1996-07-01,10626.8,157.0,5.4,77.8351,120023.0,5.5
1996-10-01,10739.1,158.2,5.24,78.7843,120676.0,5.2
1997-01-01,10820.9,159.4,5.25,80.0837,121379.0,5.3
1997-04-01,10984.2,159.9,5.51,81.6408,122291.0,5.1
1997-07-01,11124.0,160.4,5.52,83.1538,123124.0,4.9
1997-10-01,11210.3,161.5,5.5,85.5125,123946.0,4.7
1998-01-01,11321.2,162.0,5.56,86.9662,124828.0,4.6
1998-04-01,11431.0,162.2,5.45,87.4497,125456.0,4.3
1998-07-01,11580.6,163.2,5.54,87.1484,126209.0,4.5
1998-10-01,11770.7,163.9,5.07,89.4857,126974.0,4.5
1999-01-01,11864.7,164.7,4.63,90.1893,127727.0,4.3
1999-04-01,11962.5,165.9,4.74,91.0632,128618.0,4.3
1999-07-01,12113.1,166.7,4.99,92.1587,129414.0,4.3
1999-10-01,12323.3,168.1,5.2,93.3786,130189.0,4.1
2000-01-01,12359.1,169.3,5.45,94.5458,131009.0,4.0
2000-04-01,12592.5,170.9,6.02,95.8921,131895.0,3.8
2000-07-01,12607.7,172.7,6.54,96.0239,132253.0,4.0
2000-10-01,12679.3,173.9,6.51,95.8225,132361.0,3.9
2001-01-01,12643.3,175.6,5.98,94.9499,132706.0,4.2
2001-04-01,12710.3,176.4,4.8,93.9061,132471.0,4.4
2001-07-01,12670.1,177.4,3.77,92.1721,132191.0,4.6
2001-10-01,12705.3,177.6,2.49,91.2682,131467.0,5.3
2002-01-01,12822.3,177.7,1.73,91.3471,130869.0,5.7
2002-04-01,12893.0,179.3,1.75,92.479,130634.0,5.9
2002-07-01,12955.8,180.0,1.73,93.5461,130601.0,5.8
2002-10-01,12964.0,181.2,1.75,93.4006,130649.0,5.7
2003-01-01,13031.2,182.6,1.24,93.9571,130596.0,5.8
2003-04-01,13152.1,183.2,1.26,93.3666,130194.0,6.0
2003-07-01,13372.4,183.7,1.01,93.9144,130219.0,6.2
2003-10-01,13528.7,184.9,1.01,94.4442,130485.0,6.0
2004-01-01,13606.5,186.3,1.0,95.3434,130778.0,5.7
2004-04-01,13706.2,187.4,1.0,95.8653,131408.0,5.6
2004-07-01,13830.8,189.1,1.26,96.5901,131837.0,5.5
2004-10-01,13950.4,190.8,1.76,97.6604,132464.0,5.5
2005-01-01,14099.1,191.6,2.28,99.002,132795.0,5.3
2005-04-01,14172.7,193.7,2.79,99.6518,133533.0,5.2
2005-07-01,14291.8,194.9,3.26,99.8997,134329.0,5.0
2005-10-01,14373.4,199.1,3.78,99.4949,134676.0,5.0
2006-01-01,14546.1,199.3,4.29,101.2313,135452.0,4.7
2006-04-01,14589.6,200.7,4.79,101.9012,136232.0,4.7
2006-07-01,14602.6,202.9,5.24,102.0989,136542.0,4.7
2006-10-01,14716.9,201.9,5.25,102.2299,136886.0,4.4
2007-01-01,14726.0,203.437,5.25,102.7129,137506.0,4.6
2007-04-01,14838.7,205.904,5.25,104.7077,137865.0,4.5
2007-07-01,14938.5,207.603,5.26,104.7111,138049.0,4.7
2007-10-01,14991.8,209.19,4.76,104.772,138201.0,4.7
2008-01-01,14889.5,212.174,3.94,105.0195,138430.0,5.0
2008-04-01,14963.4,213.942,2.28,103.6403,138058.0,5.0
2008-07-01,14891.6,219.016,2.01,102.4071,137497.0,5.8
2008-10-01,14577.0,216.995,0.97,97.4562,136306.0,6.5
2009-01-01,14375.0,211.933,0.15,91.2317,134053.0,7.8
2009-04-01,14355.6,212.709,0.15,88.3876,131841.0,9.0
2009-07-01,14402.5,214.726,0.16,87.981,130692.0,9.5
2009-10-01,14541.9,216.509,0.12,89.9136,130055.0,10.0
2010-01-01,14604.8,217.488,0.11,91.5636,129801.0,9.8
2010-04-01,14745.9,217.403,0.2,92.928,130140.0,9.9
2010-07-01,14845.5,217.605,0.18,94.9417,130459.0,9.4
2010-10-01,14939.0,219.035,0.19,95.3785,130633.0,9.4
2011-01-01,14881.3,221.187,0.17,96.1454,130882.0,9.1
2011-04-01,14989.6,224.093,0.1,96.2727,131642.0,9.1
2011-07-01,15021.1,225.395,0.07,97.1317,132013.0,9.0
2011-10-01,15190.3,226.75,0.07,98.3224,132580.0,8.8
2012-01-01,15291.0,227.842,0.08,99.3264,133288.0,8.3
2012-04-01,15362.4,229.187,0.14,99.8626,133836.0,8.2
2012-07-01,15380.8,228.59,0.16,100.304,134170.0,8.2
2012-10-01,15384.3,231.638,0.16,100.2063,134696.0,7.8
2013-01-01,15491.9,231.612,0.14,100.8955,135283.0,8.0
2013-04-01,15521.6,231.795,0.15,101.6802,135896.0,7.6
2013-07-01,15641.3,232.889,0.09,101.297,136406.0,7.3
2013-10-01,15793.9,233.718,0.09,102.4728,137069.0,7.2
2014-01-01,15747.0,235.385,0.07,102.6063,137564.0,6.6
2014-04-01,15900.8,236.471,0.09,104.7807,138316.0,6.2
2014-07-01,16094.5,237.424,0.09,105.4919,139068.0,6.2
